objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1.23765E+18,145.0249225,0.773848327,19.21702,18.01118,17.89094,17.8761,17.91762,756,301,5,195,5.36094E+17,STAR,0.001078201,476,52314,602
1.23765E+18,145.0033153,0.682016717,19.33185,18.21254,17.519,17.07756,16.84713,756,301,5,195,5.37077E+17,GALAXY,0.1473927,477,52026,81
1.23765E+18,145.0085029,0.804470221,19.55322,19.43875,19.24568,19.14084,19.20739,756,301,5,195,5.36094E+17,QSO,1.43029,476,52314,601
1.23765E+18,145.0613158,0.7092385,17.39366,16.22112,15.75643,15.49954,15.35344,756,301,5,195,5.36095E+17,GALAXY,0.02599558,476,52314,606
1.23765E+18,145.1836468,0.799921877,18.79947,18.97394,19.17481,19.30837,19.32477,756,301,5,196,4.30789E+18,STAR,0.001123082,3826,55563,732
1.23765E+18,145.1326984,0.827226021,19.2041,18.04214,17.54848,17.21816,17.06528,756,301,5,196,5.36099E+17,GALAXY,0.08350793,476,52314,620
1.23765E+18,145.3209317,0.771110881,18.86915,17.73447,17.25329,17.0395,16.85552,756,301,5,197,2.99582E+17,GALAXY,0.00658949,266,51630,338
1.23765E+18,145.4458519,0.815943141,18.9721,17.87579,17.3342,16.93463,16.74589,756,301,5,198,5.37069E+17,GALAXY,0.05064557,477,52026,53
1.23765E+18,145.5411712,0.795448152,19.55193,18.33518,17.737,17.40774,17.24087,756,301,5,198,2.99578E+17,GALAXY,0.09888644,266,51630,323
1.23765E+18,145.8474847,0.67574721,18.77625,16.9478,16.03059,15.56422,15.21028,756,301,5,200,2.99605E+17,GALAXY,0.02660205,266,51630,422
1.23765E+18,145.9696591,0.830928028,19.37867,17.44197,16.49375,16.03287,15.65151,756,301,5,201,2.99603E+17,GALAXY,0.03635695,266,51630,412
1.23765E+18,145.985405,0.786568266,19.30694,18.01443,17.28729,16.87363,16.57797,756,301,5,201,5.40502E+17,GALAXY,0.1225454,480,51989,254
1.23765E+18,145.9926346,0.788073237,18.7196,17.22156,16.41532,15.96881,15.62269,756,301,5,201,2.996E+17,GALAXY,0.03801033,266,51630,403
1.23765E+18,146.0209083,0.733551671,17.41963,15.3452,14.35107,13.86729,13.50864,756,301,5,202,2.99616E+17,GALAXY,0.03617733,266,51630,461
1.23765E+18,146.0122451,0.765634264,18.79792,17.73394,17.19519,16.86494,16.63138,756,301,5,202,2.99603E+17,GALAXY,0.0374546,266,51630,413
1.23765E+18,146.0168695,0.716795972,19.2669,17.30498,16.34389,15.88671,15.51674,756,301,5,202,2.99617E+17,GALAXY,0.03516901,266,51630,466
1.23765E+18,146.1504517,0.82009527,18.72606,17.46576,16.727,16.27238,15.99303,756,301,5,202,5.40492E+17,GALAXY,0.1206335,480,51989,218
1.23765E+18,146.2476358,0.718492888,17.41267,17.09897,17.39865,17.65552,17.87561,756,301,5,203,4.30796E+18,STAR,0.000125195,3826,55563,962
1.23765E+18,146.4629792,0.638697773,17.70856,16.44154,15.70594,15.29789,14.98198,756,301,5,205,2.99628E+17,GALAXY,0.03032346,266,51630,506
1.23765E+18,146.4971245,0.742416587,18.74275,17.26978,16.62725,16.34429,16.21385,756,301,5,205,2.99638E+17,STAR,0.000507593,266,51630,539
1.23765E+18,146.5244738,0.830185635,18.51254,17.12438,16.53009,16.29596,16.16014,756,301,5,205,3.00704E+17,STAR,-3.74E-05,267,51608,322
1.23765E+18,146.6112642,0.69304685,19.25579,18.12039,17.54475,17.22807,17.05199,756,301,5,206,2.99641E+17,GALAXY,0.02518325,266,51630,550
1.23765E+18,146.7990929,0.702692967,16.70126,15.79634,15.40868,15.1901,15.01292,756,301,5,207,2.99639E+17,GALAXY,0.03053254,266,51630,545
1.23765E+18,146.8068151,0.66561136,17.34683,15.63673,14.6184,14.12285,13.67896,756,301,5,207,2.99639E+17,GALAXY,0.0200758,266,51630,543
1.23765E+18,146.8422315,0.740821255,18.98516,17.34394,16.56421,16.20214,15.89514,756,301,5,207,2.99659E+17,GALAXY,0.02013125,266,51630,616
1.23765E+18,146.7729359,0.701145,19.55862,18.28053,17.79416,17.57239,17.29816,756,301,5,207,3.00711E+17,GALAXY,0.03038891,267,51608,348
1.23765E+18,146.9114178,0.701706725,18.36586,17.06604,17.25231,17.26211,17.17261,756,301,5,208,5.40455E+17,STAR,-0.000258867,480,51989,83
1.23765E+18,146.9038044,0.632169197,19.58055,17.88885,17.01648,16.55652,16.19851,756,301,5,208,2.99649E+17,GALAXY,0.06269012,266,51630,581
1.23765E+18,147.0216488,0.754459846,17.86546,15.69004,14.62792,14.13005,13.7438,756,301,5,208,2.9966E+17,GALAXY,0.06200635,266,51630,619
1.23765E+18,147.4500985,0.758081103,18.76578,17.57102,17.05291,16.69727,16.5134,756,301,5,211,3.0072E+17,GALAXY,0.07320447,267,51608,380
1.23765E+18,147.5130947,0.719019422,18.48396,16.76043,15.98171,15.6036,15.30425,756,301,5,212,3.0072E+17,GALAXY,0.03094283,267,51608,382
1.23765E+18,147.5971626,0.708127177,18.83207,18.59205,18.73667,18.18243,18.74379,756,301,5,212,3.00731E+17,GALAXY,0.09770181,267,51608,421
1.23765E+18,147.642613,0.780122093,19.2575,17.71424,16.91903,16.45438,16.15356,756,301,5,212,3.00718E+17,GALAXY,0.08081359,267,51608,374
1.23765E+18,147.6710112,0.667272793,19.23989,18.14667,17.70473,17.36212,17.27708,756,301,5,213,3.00733E+17,GALAXY,0.08665648,267,51608,429
1.23765E+18,147.7289424,0.769706787,19.49921,17.47877,16.48082,16.02574,15.6892,756,301,5,213,3.00735E+17,GALAXY,0.09342141,267,51608,436
1.23765E+18,147.8109132,0.681227617,19.11004,18.90281,18.7216,18.47826,18.44559,756,301,5,214,3.00732E+17,QSO,0.5017995,267,51608,423
1.23765E+18,147.9683879,0.764443156,19.53684,18.3191,17.6644,17.2945,17.08201,756,301,5,215,3.0074E+17,GALAXY,0.1427079,267,51608,453
1.23765E+18,148.101105,0.790721584,18.78848,17.6971,17.24739,17.06241,16.96377,756,301,5,216,5.41618E+17,STAR,0.000146592,481,51908,219
1.23765E+18,149.8576678,1.199150861,19.42995,17.39055,16.39533,15.93605,15.53438,756,301,6,227,5.64158E+17,GALAXY,0.09834226,501,52235,297
1.23765E+18,149.9511763,1.095136466,17.07409,15.73752,15.10394,14.79194,14.54627,756,301,6,228,5.64147E+17,GALAXY,0.03230694,501,52235,257
1.23765E+18,149.98209,1.110643266,17.87073,16.97596,16.65526,16.44427,16.28964,756,301,6,228,3.01907E+17,GALAXY,0.03252251,268,51633,602
1.23765E+18,149.99486,1.054992385,18.24411,16.95014,16.34742,15.98839,15.75474,756,301,6,228,3.0191E+17,GALAXY,0.04647528,268,51633,615
1.23765E+18,150.0557024,1.200885625,18.6547,18.55897,18.57645,18.36495,18.33595,756,301,6,229,5.62963E+17,QSO,1.804534,500,51994,47
1.23765E+18,150.1055254,1.148067675,16.80993,15.13045,14.5649,14.39641,14.34659,756,301,6,229,3.21121E+18,STAR,7.62E-05,2852,54468,529
1.23765E+18,150.1730385,1.14893456,16.96315,15.86509,15.49731,15.37847,15.35846,756,301,6,229,3.55111E+18,STAR,0.000296697,3154,54821,91
1.23765E+18,150.177373,1.142293108,18.92824,17.38837,16.72043,16.46886,16.33774,756,301,6,229,3.2281E+18,STAR,0.00014625,2867,54479,521
1.23765E+18,150.1919077,1.08542136,16.71075,15.82018,15.55912,15.46948,15.46105,756,301,6,229,3.21121E+18,STAR,-0.000282862,2852,54468,523
1.23765E+18,150.0547163,1.092675991,19.56484,18.09186,17.48652,17.27554,17.19135,756,301,6,229,3.22808E+18,QSO,0.4898429,2867,54479,443
1.23765E+18,150.1665487,1.06848958,19.40369,18.20193,17.6602,17.3032,17.1335,756,301,6,229,3.01908E+17,GALAXY,0.09363134,268,51633,606
1.23765E+18,150.3320639,1.083844005,19.05446,18.89726,18.7176,18.77638,18.74208,756,301,6,230,5.62952E+17,QSO,1.108809,500,51994,9
1.23765E+18,150.2216547,1.166830961,19.24837,18.34879,18.0099,17.86746,17.83098,756,301,6,230,5.33342E+18,STAR,0.000639288,4737,55630,126
1.23765E+18,150.2890213,1.09236131,18.43393,17.4587,16.9533,16.60649,16.44025,756,301,6,230,5.62951E+17,GALAXY,0.1241521,500,51994,2
1.23765E+18,150.4489346,1.14132878,18.99284,17.23192,16.22528,15.76088,15.36745,756,301,6,231,5.64144E+17,GALAXY,0.1240381,501,52235,246
1.23765E+18,150.5262951,1.104413364,17.91676,16.96593,16.7293,16.60566,16.56816,756,301,6,232,5.64133E+17,STAR,0.000639694,501,52235,208
1.23765E+18,150.5608102,1.140672819,18.16005,17.78136,18.0508,18.27698,18.54817,756,301,6,232,3.22811E+18,STAR,4.60E-06,2867,54479,579
1.23765E+18,150.5884062,1.123943291,19.49332,18.30225,17.55129,17.13587,16.8486,756,301,6,232,5.64133E+17,GALAXY,0.1588591,501,52235,206
1.23765E+18,150.6208894,1.149561543,19.55449,19.18794,19.17919,19.15136,19.08555,756,301,6,232,3.0298E+17,QSO,0.6833993,269,51910,410
1.23765E+18,150.6309658,1.150239605,19.38338,18.22868,17.85891,17.59174,17.44765,756,301,6,232,5.64134E+17,GALAXY,0.08265854,501,52235,210
1.23765E+18,150.705757,1.176369738,17.80804,16.40565,15.87302,15.66752,15.57402,756,301,6,233,3.21122E+18,STAR,0.000583676,2852,54468,562
1.23765E+18,150.7269523,1.104938099,17.12679,15.69859,15.13445,14.87864,14.75702,756,301,6,233,3.21122E+18,STAR,0.000818883,2852,54468,572
1.23765E+18,150.8078926,1.193160039,16.95503,15.77961,15.38362,15.24728,15.20409,756,301,6,234,3.55109E+18,STAR,-3.99E-05,3154,54821,10
1.23765E+18,150.8519803,1.142908257,19.27622,17.82478,17.25574,17.03518,16.95216,756,301,6,234,3.21123E+18,STAR,5.64E-05,2852,54468,605
1.23765E+18,150.9354211,1.197888662,18.03662,16.98351,16.61516,16.47126,16.44409,756,301,6,234,3.02989E+17,STAR,0.000493465,269,51910,443
1.23765E+18,150.8033912,1.148881174,18.25865,17.02861,16.46189,16.04739,15.83471,756,301,6,234,3.02981E+17,GALAXY,0.06763151,269,51910,414
1.23765E+18,150.8166856,1.1440617,17.84987,16.81754,16.46004,16.16543,16.05188,756,301,6,234,5.64111E+17,GALAXY,0.06763194,501,52235,126
1.23765E+18,150.8300028,1.049236386,19.47508,18.2188,17.51735,17.12455,16.88107,756,301,6,234,5.64111E+17,GALAXY,0.09899619,501,52235,128
1.23765E+18,150.9199191,1.209555178,19.41969,17.73583,16.94641,16.48913,16.14645,756,301,6,234,5.64113E+17,GALAXY,0.04537289,501,52235,135
1.23765E+18,151.0876028,1.200851893,19.3038,18.36229,17.98717,17.82884,17.75356,756,301,6,235,3.55109E+18,STAR,0.000947285,3154,54821,15
1.23765E+18,150.9666622,1.095243976,18.19801,16.71865,16.05086,15.69007,15.42156,756,301,6,235,5.64113E+17,GALAXY,0.04558413,501,52235,136
1.23765E+18,150.979361,1.182897731,19.13552,17.9118,17.23095,16.83471,16.63399,756,301,6,235,3.03013E+17,GALAXY,0.1277961,269,51910,531
1.23765E+18,151.1766178,1.199523502,19.56746,17.68348,16.75961,16.28287,15.9689,756,301,6,236,5.64103E+17,GALAXY,0.08233592,501,52235,99
1.23765E+18,151.2808331,1.202243385,17.36759,16.32262,15.92653,15.78974,15.7319,756,301,6,237,3.03025E+17,STAR,0.000157315,269,51910,575
1.23765E+18,151.4226239,1.091685827,18.35793,16.7706,16.00919,15.55539,15.26443,756,301,6,238,5.64101E+17,GALAXY,0.06871629,501,52235,91
1.23765E+18,151.5009535,1.130409628,19.42851,17.71706,16.92463,16.53837,16.25746,756,301,6,238,5.64103E+17,GALAXY,0.0454929,501,52235,97
1.23765E+18,151.6839544,1.129831996,17.70722,16.25798,15.66043,15.3037,15.05074,756,301,6,239,5.6528E+17,GALAXY,0.03258915,502,51957,285
1.23765E+18,151.5692185,1.239441184,19.5525,18.29545,17.64888,17.27122,17.03209,756,301,6,239,5.6409E+17,GALAXY,0.04524813,501,52235,52
1.23765E+18,151.593648,1.10704221,19.02397,17.8075,17.33188,17.01379,16.87898,756,301,6,239,5.64092E+17,GALAXY,0.08289812,501,52235,58
1.23765E+18,151.6034662,1.232867039,17.68056,15.88608,15.03724,14.61983,14.32251,756,301,6,239,5.65279E+17,GALAXY,0.0455028,502,51957,281
1.23765E+18,151.6247814,1.069886152,19.30037,17.53251,16.70961,16.31328,16.05762,756,301,6,239,5.65281E+17,GALAXY,0.04505232,502,51957,288
1.23765E+18,151.631518,1.141707311,17.38289,15.45476,14.58149,14.15858,13.88777,756,301,6,239,5.64092E+17,GALAXY,0.04545481,501,52235,59
1.23765E+18,151.6294663,1.093534542,18.01604,16.88368,16.37504,16.04907,15.84315,756,301,6,239,5.6409E+17,GALAXY,0.04709719,501,52235,53
1.23765E+18,151.7475884,1.135881552,19.05784,17.99233,17.61009,17.46888,17.4226,756,301,6,240,5.6528E+17,STAR,9.92E-05,502,51957,283
1.23765E+18,151.8581566,1.175920297,18.98699,17.53943,16.87417,16.45842,16.1823,756,301,6,241,5.64079E+17,GALAXY,0.08216471,501,52235,11
1.23765E+18,152.0558384,1.199930562,19.10822,18.88631,18.82837,18.88889,18.67179,756,301,6,242,5.64078E+17,QSO,0.8238716,501,52235,7
1.23765E+18,152.0646189,1.098854482,18.78645,17.8763,17.52486,17.40454,17.31874,756,301,6,242,5.33461E+18,STAR,0.000614075,4738,55650,362
1.23765E+18,152.4252134,1.054904298,17.23898,16.27942,15.99986,15.88729,15.88375,756,301,6,244,4.31237E+18,STAR,0.001127956,3830,55574,626
1.23765E+18,152.361632,1.232588193,19.36329,18.1704,17.45988,17.04916,16.79315,756,301,6,244,5.65272E+17,GALAXY,0.1323511,502,51957,254
1.23765E+18,213.8872463,-0.747713562,19.1594,17.24723,16.275,15.79847,15.4048,752,301,2,470,3.41173E+17,GALAXY,0.1253767,303,51615,92
1.23765E+18,213.9896229,-0.669244242,19.5099,18.07586,17.2748,16.78742,16.47528,752,301,2,470,3.42349E+17,GALAXY,0.1274005,304,51609,276
1.23765E+18,214.1206301,-0.74387536,17.08624,15.41548,14.67285,14.25464,13.94828,752,301,2,471,3.41149E+17,GALAXY,0.04874202,303,51615,6
1.23765E+18,214.5877071,-0.745184907,18.25216,16.97763,16.14039,15.70377,15.40898,752,301,2,474,3.41148E+17,GALAXY,0.09546115,303,51615,2
1.23765E+18,214.6466603,-0.682623895,19.04738,17.27611,16.22921,15.76583,15.47639,752,301,2,475,3.42338E+17,GALAXY,0.1504243,304,51609,234
1.23765E+18,215.3341469,-0.773905883,18.05222,17.573,17.58442,17.96936,17.81894,752,301,2,479,3.42294E+17,STAR,-0.000185248,304,51609,73
1.23765E+18,215.3800352,-0.739755917,16.73387,16.3983,16.69784,17.23726,17.22964,752,301,2,480,4.53981E+18,STAR,6.76E-05,4032,55333,664
1.23765E+18,215.367999,-0.645376054,18.4152,17.06829,16.28968,15.90045,15.56252,752,301,2,480,3.42282E+17,GALAXY,0.127209,304,51609,32
1.23765E+18,215.3719786,-0.797497,18.77066,17.4621,16.75475,16.31569,16.04499,752,301,2,480,3.42293E+17,GALAXY,0.08425979,304,51609,71
1.23765E+18,215.3949184,-0.651066652,19.0783,17.99835,17.39878,17.12562,16.75967,752,301,2,480,3.42283E+17,GALAXY,0.1269785,304,51609,33
1.23765E+18,215.457358,-0.777446304,18.03967,16.1277,15.22855,14.84962,14.42671,752,301,2,480,3.42291E+17,GALAXY,0.05494982,304,51609,62
1.23765E+18,215.5217242,-0.705421341,18.41071,17.1647,16.74161,16.80169,16.53306,752,301,2,481,3.43486E+17,STAR,-2.56E-05,305,51613,314
1.23765E+18,215.5201655,-0.790498892,19.45115,18.60585,18.35854,18.48253,18.20094,752,301,2,481,4.53982E+18,STAR,-0.000303353,4032,55333,706
1.23765E+18,215.524681,-0.669283114,18.15195,16.394,15.53177,15.15704,14.77832,752,301,2,481,3.4228E+17,GALAXY,0.0549181,304,51609,25
1.23765E+18,215.5596347,-0.655423254,19.47202,19.2716,19.39471,19.01953,19.35224,752,301,2,481,3.42283E+17,GALAXY,0.1058703,304,51609,34
1.23765E+18,215.6184337,-0.716661201,19.30436,18.36224,18.27722,17.95377,17.82088,752,301,2,481,3.42279E+17,STAR,0.00040368,304,51609,21
1.23765E+18,215.6319108,-0.655296723,18.5671,16.76936,15.97849,15.4581,15.0655,752,301,2,481,3.42282E+17,GALAXY,0.05506185,304,51609,29
1.23765E+18,215.7220038,-0.6528924,18.31808,16.92567,16.06912,15.93639,15.61566,752,301,2,482,3.42283E+17,STAR,4.41E-05,304,51609,35
1.23765E+18,215.7508449,-0.648273308,19.08571,18.10841,17.60716,17.2395,17.05445,752,301,2,482,3.4348E+17,STAR,0.000414178,305,51613,294
1.23765E+18,215.7223089,-0.797088721,18.80687,17.59052,16.99104,16.68833,16.40488,752,301,2,482,3.42281E+17,STAR,0.000479189,304,51609,26
1.23765E+18,215.7551953,-0.64561008,19.06073,17.3856,16.35453,16.25618,15.96754,752,301,2,482,3.42282E+17,STAR,-6.62E-05,304,51609,31
1.23765E+18,215.8506045,-0.764446407,19.52861,17.69474,16.79898,16.2515,15.88424,752,301,2,483,3.43478E+17,GALAXY,0.1368902,305,51613,287
1.23765E+18,215.9445741,-0.664098517,17.96697,16.23968,15.39551,14.88264,14.51203,752,301,2,483,3.43479E+17,GALAXY,0.05255749,305,51613,291
1.23765E+18,215.9560774,-0.645832639,19.55666,19.50379,19.18158,19.10172,19.20013,752,301,2,484,3.4348E+17,QSO,1.287488,305,51613,292
1.23765E+18,216.0078432,-0.773570994,18.91312,17.68974,17.08591,16.72127,16.4757,752,301,2,484,3.43479E+17,GALAXY,0.052235,305,51613,290
1.23765E+18,216.04582,-0.678906836,17.60647,15.89232,15.03875,14.59622,14.27452,752,301,2,484,3.43467E+17,GALAXY,0.05047373,305,51613,245
1.23765E+18,216.1418632,-0.63312231,18.8744,17.72035,16.84579,16.36815,16.08838,752,301,2,485,3.43457E+17,QSO,0.1582861,305,51613,209
1.23765E+18,216.1574689,-0.639781526,18.49873,17.64373,17.32759,17.19038,17.18332,752,301,2,485,4.5352E+18,STAR,8.08E-05,4028,55621,291
1.23765E+18,216.1599988,-0.731849845,19.39956,17.76706,16.83544,16.39579,16.07255,752,301,2,485,3.43453E+17,GALAXY,0.1029651,305,51613,196
1.23765E+18,216.2844771,-0.657876296,19.48226,18.36842,17.7566,17.33025,17.10299,752,301,2,486,3.43445E+17,GALAXY,0.07327983,305,51613,164
1.23765E+18,216.3440153,-0.737175901,19.47256,18.30432,17.65153,17.20574,16.88562,752,301,2,486,3.43431E+17,STAR,-0.00012839,305,51613,115
1.23765E+18,216.4200822,-0.660596449,19.00153,17.99588,17.60085,17.30619,17.22283,752,301,2,487,3.43438E+17,GALAXY,0.05002216,305,51613,141
1.23765E+18,216.5612997,-0.731146691,18.99936,18.89125,18.90796,18.69446,18.73692,752,301,2,488,3.43417E+17,QSO,1.809132,305,51613,62
1.23765E+18,216.7994518,-0.764098142,18.97083,18.15015,17.81519,17.70127,17.65623,752,301,2,489,1.03369E+18,STAR,0.000152504,918,52404,404
1.23765E+18,216.7204605,-0.734433432,18.8587,17.63261,16.96923,16.58288,16.35598,752,301,2,489,3.4342E+17,GALAXY,0.07288828,305,51613,73
1.23765E+18,216.7324794,-0.702242811,18.85176,17.59372,16.97579,16.58987,16.36996,752,301,2,489,3.43417E+17,GALAXY,0.0729069,305,51613,65
1.23765E+18,216.8397791,-0.795028806,18.90537,17.86161,17.4994,17.26539,17.14336,752,301,2,489,3.44604E+17,GALAXY,0.03012766,306,51637,285
1.23765E+18,216.9687742,-0.630657264,19.38707,18.26975,17.67073,17.28023,17.10728,752,301,2,490,3.44606E+17,GALAXY,0.1370553,306,51637,293
1.23765E+18,217.0438773,-0.684611465,18.27912,16.37875,15.35701,14.80037,14.34727,752,301,2,491,3.44608E+17,GALAXY,0.05517036,306,51637,299
1.23765E+18,217.0458336,-0.722146295,18.25967,16.41664,15.4757,14.97828,14.58763,752,301,2,491,3.44607E+17,GALAXY,0.07253711,306,51637,297
1.23765E+18,217.0567017,-0.665854599,19.13404,17.36423,16.46231,15.99011,15.66199,752,301,2,491,3.44607E+17,GALAXY,0.07297799,306,51637,298
1.23765E+18,217.1603434,-0.830656588,18.55044,16.67768,15.75496,15.32014,14.97621,752,301,2,492,3.43409E+17,GALAXY,0.07949858,305,51613,33
1.23765E+18,217.2166009,-0.661331012,19.39311,18.31761,17.80091,17.48605,17.40036,752,301,2,492,3.43411E+17,GALAXY,0.1424396,305,51613,41
1.23765E+18,217.3071426,-0.738043404,19.33464,19.00286,18.86361,18.91704,18.79409,752,301,2,493,3.44606E+17,QSO,0.8080961,306,51637,294
1.23765E+18,217.3958511,-0.762103619,19.2166,18.86027,18.88234,19.00352,18.9063,752,301,2,493,3.446E+17,QSO,0.809414,306,51637,273
1.23765E+18,217.3975117,-0.640959964,19.04049,17.95826,17.31968,16.92717,16.73017,752,301,2,493,3.44599E+17,GALAXY,0.08313201,306,51637,266
1.23765E+18,217.4689092,-0.694304498,19.43227,17.52265,16.5008,16.02334,15.66777,752,301,2,494,3.44599E+17,GALAXY,0.1315266,306,51637,268
1.23765E+18,217.4876645,-0.74742201,18.79135,16.81514,15.87566,15.4348,15.0958,752,301,2,494,3.43408E+17,GALAXY,0.08273616,305,51613,31
1.23765E+18,217.5690335,-0.670588797,19.48598,18.56854,18.28275,18.16727,18.15611,752,301,2,494,4.53643E+18,STAR,0.00015543,4029,55618,662
1.23765E+18,246.6201366,-0.020243893,19.44621,17.7462,16.84758,16.40508,16.04844,745,301,3,587,4.09871E+17,GALAXY,0.08438914,364,52000,157
1.23765E+18,247.5818462,-0.043873469,18.42507,16.71873,16.02575,15.96535,15.67761,745,301,3,593,4.09836E+17,STAR,-0.000165496,364,52000,32
1.23765E+18,247.8401478,-0.103385093,17.84543,16.53516,16.44094,16.44811,16.44713,745,301,3,595,4.09836E+17,STAR,-6.60E-05,364,52000,29
1.23765E+18,247.86385,-0.031442082,19.52789,17.57775,16.63182,16.19422,15.83456,745,301,3,595,3.91878E+17,GALAXY,0.05830718,348,51671,237
1.23765E+18,247.8424375,-0.094206027,19.50715,18.0246,17.40697,17.1844,17.0395,745,301,3,595,3.91876E+17,STAR,-0.000473392,348,51671,228
1.23765E+18,247.8497358,-0.036038301,18.58974,16.99068,16.2275,15.77609,15.43725,745,301,3,595,4.09836E+17,GALAXY,0.05920999,364,52000,31
1.23765E+18,248.0338286,-0.078645304,18.41596,17.23816,16.75388,16.45004,16.2776,745,301,3,596,3.91901E+17,GALAXY,0.05833568,348,51671,319
1.23765E+18,248.064172,-0.049932138,17.15324,15.80188,15.18173,14.80921,14.53041,745,301,3,597,3.9189E+17,GALAXY,0.04401696,348,51671,279
1.23765E+18,248.1253663,-0.086999765,18.7,16.82385,15.92553,15.50614,15.18773,745,301,3,597,3.91888E+17,GALAXY,0.05802495,348,51671,273
1.23765E+18,248.2136213,-0.04371714,17.28729,16.04997,15.96018,15.99582,16.04962,745,301,3,598,3.91887E+17,STAR,0.000256576,348,51671,268
1.23765E+18,248.578737,-0.096704504,19.38855,17.40104,16.48235,16.07033,15.70809,745,301,3,600,3.91867E+17,GALAXY,0.04392764,348,51696,196
1.23765E+18,248.8750884,-0.018757046,19.28966,18.25311,17.57343,17.18205,16.90248,745,301,3,602,3.91859E+17,GALAXY,0.1636657,348,51671,168
1.23765E+18,249.3106549,-0.064688116,19.44665,18.37631,17.86821,17.46901,17.20613,745,301,3,605,3.91846E+17,GALAXY,0.08857036,348,51671,120
1.23765E+18,249.9492058,-0.092020552,18.93357,16.99811,16.28914,16.05847,15.93387,745,301,3,609,3.91824E+17,STAR,-8.19E-05,348,51671,40
1.23765E+18,183.2337892,0.208206812,19.50037,18.48351,18.22823,18.1204,18.08995,745,301,4,163,3.64933E+17,STAR,-0.000312555,324,51666,513
1.23765E+18,183.4429443,0.208602611,18.23962,17.11235,16.66226,16.49823,16.42446,745,301,4,165,3.63807E+17,STAR,0.000192762,323,51615,513
1.23765E+18,183.4769339,0.204540066,19.49442,18.51838,18.12218,17.94275,17.87964,745,301,4,165,3.72236E+18,STAR,0.000620703,3306,54922,481
1.23765E+18,183.7645751,0.205346288,18.61143,17.29429,16.78116,16.58647,16.51054,745,301,4,167,3.63815E+17,STAR,-0.000120289,323,51615,544
1.23765E+18,194.9536081,0.229178281,19.16841,17.48896,16.59825,16.13669,15.81549,745,301,4,242,3.30029E+17,GALAXY,0.1269674,293,51689,511
1.23765E+18,195.4020444,0.337485696,19.095,17.9404,17.52209,17.35552,17.30889,745,301,4,245,3.3004E+17,STAR,0.000128715,293,51689,552
1.23765E+18,195.3778469,0.265136426,18.96146,17.43685,16.61513,16.19177,15.86035,745,301,4,245,3.30042E+17,GALAXY,0.1256537,293,51689,558
1.23765E+18,195.4555149,0.40867752,19.5148,18.09737,17.24295,16.76161,16.44787,745,301,4,245,3.31109E+17,GALAXY,0.0809674,294,51986,343
1.23765E+18,195.613045,0.394755927,17.09773,16.20094,15.91587,15.80051,15.77086,745,301,4,246,4.5623E+18,STAR,-6.20E-05,4052,55600,576
1.23765E+18,195.6298812,0.399190419,18.97022,18.0763,17.8006,17.6889,17.66987,745,301,4,246,3.31109E+17,STAR,8.18E-05,294,51986,342
1.23765E+18,195.6443608,0.348564639,17.02505,15.07137,14.19486,13.78339,13.48647,745,301,4,246,3.30064E+17,GALAXY,0.0677539,293,51689,639
1.23765E+18,195.6352291,0.345150106,18.284,16.33137,15.45633,15.04551,14.73886,745,301,4,246,4.56121E+18,GALAXY,0.06791998,4051,55337,678
1.23765E+18,195.5729715,0.288848249,19.31261,17.88058,17.26752,16.90013,16.60612,745,301,4,246,3.31112E+17,GALAXY,0.06856868,294,51986,356
1.23765E+18,195.5936316,0.245496883,18.7747,17.5781,17.0159,16.62524,16.40615,745,301,4,246,3.31112E+17,GALAXY,0.06841835,294,51986,354
1.23765E+18,195.640659,0.370431855,18.81176,17.70109,17.21091,16.85382,16.69174,745,301,4,246,3.3005E+17,GALAXY,0.08083197,293,51689,586
1.23765E+18,195.6415139,0.292022351,19.31974,18.14426,17.5869,17.20954,17.02515,745,301,4,246,3.30053E+17,GALAXY,0.1366228,293,51689,597
1.23765E+18,195.6978865,0.288958688,17.32767,16.45438,16.16633,16.04772,16.0199,745,301,4,247,4.56231E+18,STAR,0.000136966,4052,55589,610
1.23765E+18,195.7146127,0.332823156,19.49343,19.0698,18.38652,18.1938,17.66139,745,301,4,247,3.30062E+17,QSO,0.3304223,293,51689,632
1.23765E+18,195.7171276,0.40692776,19.07196,18.45543,18.35793,18.3579,18.2889,745,301,4,247,3.3006E+17,GALAXY,0.02091426,293,51689,625
1.23765E+18,195.8867852,0.323405428,19.21652,18.21712,18.10463,18.09112,18.10493,745,301,4,248,3.30063E+17,STAR,0.000698264,293,51689,635
1.23765E+18,195.8759037,0.390668919,19.50927,18.12367,17.45484,17.01846,16.75716,745,301,4,248,3.3006E+17,GALAXY,0.07959896,293,51689,624
1.23765E+18,196.0183236,0.271395033,19.54064,18.37588,18.40803,18.46017,18.51913,745,301,4,249,3.31121E+17,STAR,-0.000136213,294,51986,386
1.23765E+18,196.116661,0.251363174,19.58406,17.62415,16.62596,16.1671,15.74457,745,301,4,249,3.31121E+17,GALAXY,0.08232366,294,51986,387
1.23765E+18,196.190704,0.2332142,19.09258,18.01324,17.54988,17.19303,17.02545,745,301,4,250,3.31124E+17,GALAXY,0.09191523,294,51986,397
1.23765E+18,196.2779619,0.3190456,19.08596,19.07237,19.08728,18.89943,18.84052,745,301,4,251,4.56126E+18,QSO,1.914007,4051,55337,872
